Item number,Name,Brand,Modul,Cost Value,januar,februar,marts,april,maj,juni,juli,august,september,oktober,november,december,Total
PKW0165,POKEMON BATTLE FEATURE FIGURE Inteleon,Pokémon,Stock,28.57137,0.0,0.0,0.0,0.0,0.0,1200.0,1200,1200,1200,1200,1200,1200,1200.0
PKW0163,POKEMON BATTLE FEATURE FIGURE Pigeot,Pokémon,Købsordre,28.57137,0.0,0.0,0.0,0.0,0.0,800.0,0,0,0,0,0,0,800.0
PKW0163,POKEMON BATTLE FEATURE FIGURE Pigeot,Pokémon,Stock,28.57137,0.0,0.0,0.0,0.0,0.0,800.0,800,800,800,800,800,800,800.0
PKW0161,POKEMON BATTLE FEATURE FIGURE Toxtricity,Pokémon,Købsordre,28.57137,0.0,0.0,0.0,0.0,0.0,600.0,0,0,0,0,0,0,600.0
PKW0161,POKEMON BATTLE FEATURE FIGURE Toxtricity,Pokémon,Stock,28.57137,0.0,0.0,0.0,0.0,0.0,600.0,600,600,600,600,600,600,600.0
PKW0245,POKEMON BATTLE FIGURE 10 PACK,Pokémon,Købsordre,89.6,0.0,1000.0,0.0,0.0,0.0,1000.0,0,0,0,0,0,0,2000.0
PKW0245,POKEMON BATTLE FIGURE 10 PACK,Pokémon,SalgsOrdre DK,89.6,0.0,0.0,8.0,8.0,8.0,8.0,0,0,0,0,0,0,32.0
PKW0245,POKEMON BATTLE FIGURE 10 PACK,Pokémon,SalgsOrdre SE,89.6,0.0,0.0,352.0,0.0,0.0,0.0,0,0,0,0,0,0,352.0
PKW0245,POKEMON BATTLE FIGURE 10 PACK,Pokémon,SalgsOrdre OT,89.6,0.0,336.0,168.0,0.0,0.0,0.0,0,0,0,0,0,0,504.0
PKW0245,POKEMON BATTLE FIGURE 10 PACK,Pokémon,Stock,89.6,0.0,664.0,136.0,128.0,120.0,1112.0,1112,1112,1112,1112,1112,1112,1112.0
PKW0245,POKEMON BATTLE FIGURE 10 PACK,Pokémon,Forecast DK,89.6,56.0,200.0,180.0,200.0,160.0,204.0,0,0,0,0,0,0,1000.0
PKW0245,POKEMON BATTLE FIGURE 10 PACK,Pokémon,Forecast SE,89.6,0.0,0.0,190.0,78.0,68.0,64.0,0,0,0,0,0,0,400.0
PKW0245,POKEMON BATTLE FIGURE 10 PACK,Pokémon,Forecast OT,89.6,168.0,168.0,168.0,0.0,0.0,0.0,0,0,0,0,0,0,504.0
PKW0267,POKEMON BATTLE FIGURE 10 PACK - DELUXE,Pokémon,Købsordre,112.0,0.0,1000.0,0.0,0.0,0.0,1000.0,0,0,0,0,0,0,2000.0
PKW0267,POKEMON BATTLE FIGURE 10 PACK - DELUXE,Pokémon,SalgsOrdre OT,112.0,0.0,336.0,168.0,0.0,0.0,0.0,0,0,0,0,0,0,504.0
PKW0267,POKEMON BATTLE FIGURE 10 PACK - DELUXE,Pokémon,Stock,112.0,0.0,664.0,496.0,496.0,496.0,1496.0,1496,1496,1496,1496,1496,1496,1496.0
PKW0267,POKEMON BATTLE FIGURE 10 PACK - DELUXE,Pokémon,Forecast OT,112.0,168.0,168.0,168.0,0.0,0.0,0.0,0,0,0,0,0,0,504.0
95155_7,POKEMON BATTLE FIGURE 3 PACK ASS.,Pokémon,Invoiced SE,30.80146,3504.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,3504.0
95155_7,POKEMON BATTLE FIGURE 3 PACK ASS.,Pokémon,Invoiced NO,30.80146,508.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,508.0
95155_7,POKEMON BATTLE FIGURE 3 PACK ASS.,Pokémon,Invoiced FI,30.80146,880.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,880.0
95155_7,POKEMON BATTLE FIGURE 3 PACK ASS.,Pokémon,SalgsOrdre DK,30.80146,0.0,16.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,16.0
95155_7,POKEMON BATTLE FIGURE 3 PACK ASS.,Pokémon,SalgsOrdre SE,30.80146,120.0,28.0,52.0,0.0,0.0,0.0,0,0,0,0,0,0,200.0
95155_7,POKEMON BATTLE FIGURE 3 PACK ASS.,Pokémon,Stock,30.80146,512.0,468.0,416.0,416.0,416.0,416.0,416,416,416,416,416,416,416.0
95155_7,POKEMON BATTLE FIGURE 3 PACK ASS.,Pokémon,Forecast DK,30.80146,227.0,425.0,260.0,425.0,370.0,293.0,0,0,0,0,0,0,2000.0
95155_7,POKEMON BATTLE FIGURE 3 PACK ASS.,Pokémon,Forecast SE,30.80146,1736.0,456.0,1000.0,1070.0,1391.0,1309.0,0,0,0,0,0,0,6962.0
95155_7,POKEMON BATTLE FIGURE 3 PACK ASS.,Pokémon,Forecast NO,30.80146,500.0,700.0,800.0,0.0,0.0,0.0,0,0,0,0,0,0,2000.0
95155_7,POKEMON BATTLE FIGURE 3 PACK ASS.,Pokémon,Forecast FI,30.80146,880.0,0.0,1696.0,1000.0,250.0,250.0,0,0,0,0,0,0,4076.0
95155_7,POKEMON BATTLE FIGURE 3 PACK ASS.,Pokémon,Købsordre,30.80146,0.0,0.0,0.0,0.0,0.0,9000.0,0,0,0,0,0,0,9000.0
95155_7,POKEMON BATTLE FIGURE 3 PACK ASS.,Pokémon,Stock,30.80146,0.0,0.0,0.0,0.0,0.0,9000.0,9000,9000,9000,9000,9000,9000,9000.0
95155_7,POKEMON BATTLE FIGURE 3 PACK ASS.,Pokémon,Købsordre,29.54208,0.0,0.0,10000.0,1500.0,0.0,0.0,0,0,0,0,0,0,11500.0
95155_7,POKEMON BATTLE FIGURE 3 PACK ASS.,Pokémon,SalgsOrdre DK,29.54208,0.0,500.0,300.0,0.0,0.0,0.0,0,0,0,0,0,0,800.0
95155_7,POKEMON BATTLE FIGURE 3 PACK ASS.,Pokémon,SalgsOrdre SE,29.54208,28.0,8.0,3112.0,100.0,0.0,0.0,0,0,0,0,0,0,3248.0
95155_7,POKEMON BATTLE FIGURE 3 PACK ASS.,Pokémon,SalgsOrdre NO,29.54208,0.0,0.0,400.0,0.0,0.0,0.0,0,0,0,0,0,0,400.0
95155_7,POKEMON BATTLE FIGURE 3 PACK ASS.,Pokémon,SalgsOrdre FI,29.54208,0.0,0.0,1696.0,0.0,0.0,0.0,0,0,0,0,0,0,1696.0
95155_7,POKEMON BATTLE FIGURE 3 PACK ASS.,Pokémon,Stock,29.54208,12.0,-496.0,3996.0,5396.0,5396.0,5396.0,5396,5396,5396,5396,5396,5396,5396.0
95155_7,POKEMON BATTLE FIGURE 3 PACK ASS.,Pokémon,Forecast SE,29.54208,0.0,0.0,4000.0,0.0,2000.0,1500.0,0,0,0,0,0,0,7500.0
95155_7,POKEMON BATTLE FIGURE 3 PACK ASS.,Pokémon,Forecast OT,29.54208,0.0,0.0,1200.0,0.0,0.0,0.0,0,0,0,0,0,0,1200.0
95155_7,POKEMON BATTLE FIGURE 3 PACK ASS.,Pokémon,Invoiced SE,29.5422,400.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,400.0
95155_7,POKEMON BATTLE FIGURE 3 PACK ASS.,Pokémon,Købsordre,29.41171,800.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,800.0
PKW0173,"POKEMON BATTLE FIGURE 3 PACK Gible, Mimikyu, Vapor",Pokémon,Købsordre,30.80149,0.0,0.0,0.0,0.0,0.0,300.0,0,0,0,0,0,0,300.0
PKW0173,"POKEMON BATTLE FIGURE 3 PACK Gible, Mimikyu, Vapor",Pokémon,Stock,30.80149,0.0,0.0,0.0,0.0,0.0,300.0,300,300,300,300,300,300,300.0
PKW0170,"POKEMON BATTLE FIGURE 3 PACK Pikachu, Zorua, Lucar",Pokémon,Købsordre,30.80149,0.0,0.0,0.0,0.0,0.0,300.0,0,0,0,0,0,0,300.0
PKW0170,"POKEMON BATTLE FIGURE 3 PACK Pikachu, Zorua, Lucar",Pokémon,Stock,30.80149,0.0,0.0,0.0,0.0,0.0,300.0,300,300,300,300,300,300,300.0
PKW0171,"POKEMON BATTLE FIGURE 3 PACK Piplup, Oddish, Umbre",Pokémon,Købsordre,30.80149,0.0,0.0,0.0,0.0,0.0,300.0,0,0,0,0,0,0,300.0
PKW0171,"POKEMON BATTLE FIGURE 3 PACK Piplup, Oddish, Umbre",Pokémon,Stock,30.80149,0.0,0.0,0.0,0.0,0.0,300.0,300,300,300,300,300,300,300.0
PKW0172,"POKEMON BATTLE FIGURE 3 PACK Riolu, Houndour, Espe",Pokémon,Købsordre,30.80149,0.0,0.0,0.0,0.0,0.0,600.0,0,0,0,0,0,0,600.0
PKW0172,"POKEMON BATTLE FIGURE 3 PACK Riolu, Houndour, Espe",Pokémon,Stock,30.80149,0.0,0.0,0.0,0.0,0.0,600.0,600,600,600,600,600,600,600.0
FOBPKW0249,POKEMON BATTLE FIGURE 5 PACK,Pokemon FOB,Købsordre,38.07333,1500.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1500.0
PKW0246,POKEMON BATTLE FIGURE 5 PACK,Pokémon,Købsordre,44.69452,0.0,0.0,0.0,0.0,0.0,6000.0,0,0,0,0,0,0,6000.0
PKW0246,POKEMON BATTLE FIGURE 5 PACK,Pokémon,Stock,44.69452,0.0,0.0,0.0,0.0,0.0,6000.0,6000,6000,6000,6000,6000,6000,6000.0
PKW0247,POKEMON BATTLE FIGURE 5 PACK,Pokémon,Købsordre,44.69452,0.0,0.0,0.0,0.0,0.0,1500.0,0,0,0,0,0,0,1500.0
PKW0247,POKEMON BATTLE FIGURE 5 PACK,Pokémon,Stock,44.69452,0.0,0.0,0.0,0.0,0.0,1500.0,1500,1500,1500,1500,1500,1500,1500.0
PKW0249,POKEMON BATTLE FIGURE 5 PACK,Pokémon,Købsordre,44.69452,0.0,2500.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2500.0
PKW0249,POKEMON BATTLE FIGURE 5 PACK,Pokémon,SalgsOrdre FI,44.69452,0.0,0.0,1296.0,320.0,0.0,0.0,0,0,0,0,0,0,1616.0
PKW0249,POKEMON BATTLE FIGURE 5 PACK,Pokémon,SalgsOrdre OT,44.69452,0.0,1000.0,500.0,0.0,0.0,0.0,0,0,0,0,0,0,1500.0
PKW0249,POKEMON BATTLE FIGURE 5 PACK,Pokémon,Stock,44.69452,0.0,1500.0,-296.0,-616.0,-616.0,-616.0,-616,-616,-616,-616,-616,-616,-616.0
PKW0249,POKEMON BATTLE FIGURE 5 PACK,Pokémon,Forecast FI,44.69452,0.0,0.0,1616.0,0.0,0.0,0.0,0,0,0,0,0,0,1616.0
PKW0249,POKEMON BATTLE FIGURE 5 PACK,Pokémon,Forecast OT,44.69452,500.0,500.0,500.0,0.0,0.0,0.0,0,0,0,0,0,0,1500.0
97769-E,POKEMON BATTLE FIGURE 8 PACK,Pokémon,Invoiced SE,62.61292,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,4.0
97769-E,POKEMON BATTLE FIGURE 8 PACK,Pokémon,SalgsOrdre SE,62.61292,0.0,8.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,8.0
97769-E,POKEMON BATTLE FIGURE 8 PACK,Pokémon,Stock,62.61292,16.0,8.0,8.0,8.0,8.0,8.0,8,8,8,8,8,8,8.0
97929,POKEMON BATTLE FIGURE 8 PACK,Pokémon,Købsordre,63.1065,0.0,0.0,0.0,1300.0,0.0,0.0,0,0,0,0,0,0,1300.0
97929,POKEMON BATTLE FIGURE 8 PACK,Pokémon,SalgsOrdre DK,63.1065,0.0,0.0,0.0,72.0,0.0,0.0,0,0,0,0,0,0,72.0
97929,POKEMON BATTLE FIGURE 8 PACK,Pokémon,SalgsOrdre SE,63.1065,0.0,12.0,636.0,28.0,0.0,0.0,0,0,0,0,0,0,676.0
97929,POKEMON BATTLE FIGURE 8 PACK,Pokémon,SalgsOrdre OT,63.1065,0.0,0.0,0.0,504.0,0.0,0.0,0,0,0,0,0,0,504.0
97929,POKEMON BATTLE FIGURE 8 PACK,Pokémon,Stock,63.1065,0.0,-12.0,-648.0,48.0,48.0,48.0,48,48,48,48,48,48,48.0
97929,POKEMON BATTLE FIGURE 8 PACK,Pokémon,Forecast DK,63.1065,0.0,0.0,840.0,500.0,400.0,260.0,0,0,0,0,0,0,2000.0
97929,POKEMON BATTLE FIGURE 8 PACK,Pokémon,Forecast SE,63.1065,0.0,13.0,426.0,157.0,150.0,147.0,0,0,0,0,0,0,893.0
FOBPKW0049,POKEMON BATTLE FIGURE 8 PACK,Pokemon FOB,Købsordre,62.41817,400.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,400.0
PKW0049,POKEMON BATTLE FIGURE 8 PACK,Pokémon,Købsordre,62.834,0.0,500.0,0.0,0.0,0.0,6000.0,0,0,0,0,0,0,6500.0
PKW0049,POKEMON BATTLE FIGURE 8 PACK,Pokémon,SalgsOrdre SE,62.834,0.0,0.0,4.0,0.0,0.0,0.0,0,0,0,0,0,0,4.0
PKW0049,POKEMON BATTLE FIGURE 8 PACK,Pokémon,SalgsOrdre NO,62.834,0.0,0.0,400.0,0.0,0.0,0.0,0,0,0,0,0,0,400.0
PKW0049,POKEMON BATTLE FIGURE 8 PACK,Pokémon,Stock,62.834,20.0,520.0,116.0,116.0,116.0,6116.0,6116,6116,6116,6116,6116,6116,6116.0
PKW0049,POKEMON BATTLE FIGURE 8 PACK,Pokémon,Forecast NO,62.834,0.0,0.0,400.0,0.0,0.0,0.0,0,0,0,0,0,0,400.0
PKW0049,POKEMON BATTLE FIGURE 8 PACK,Pokémon,Forecast OT,62.834,168.0,168.0,168.0,0.0,0.0,0.0,0,0,0,0,0,0,504.0
PKW0184,POKEMON BATTLE FIGURE 8 PACK,Pokémon,Købsordre,76.4,0.0,0.0,0.0,0.0,0.0,5500.0,0,0,0,0,0,0,5500.0
PKW0184,POKEMON BATTLE FIGURE 8 PACK,Pokémon,SalgsOrdre DK,76.4,0.0,0.0,24.0,24.0,24.0,24.0,0,0,0,0,0,0,96.0
PKW0184,POKEMON BATTLE FIGURE 8 PACK,Pokémon,Stock,76.4,0.0,0.0,-24.0,-48.0,-72.0,5404.0,5404,5404,5404,5404,5404,5404,5404.0
PKW0184,POKEMON BATTLE FIGURE 8 PACK,Pokémon,Forecast SE,76.4,0.0,0.0,0.0,0.0,100.0,100.0,0,0,0,0,0,0,200.0
PKW0184,POKEMON BATTLE FIGURE 8 PACK,Pokémon,Forecast OT,76.4,0.0,0.0,0.0,0.0,500.0,0.0,0,0,0,0,0,0,500.0
95007_7,POKEMON BATTLE FIGURE PACK ASS.,Pokémon,Købsordre,16.74924,0.0,8004.0,0.0,3000.0,0.0,0.0,0,0,0,0,0,0,11004.0
95007_7,POKEMON BATTLE FIGURE PACK ASS.,Pokémon,Invoiced SE,16.74924,732.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,732.0
95007_7,POKEMON BATTLE FIGURE PACK ASS.,Pokémon,Invoiced NO,16.74924,1434.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1434.0
95007_7,POKEMON BATTLE FIGURE PACK ASS.,Pokémon,Invoiced FI,16.74924,2232.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2232.0
95007_7,POKEMON BATTLE FIGURE PACK ASS.,Pokémon,SalgsOrdre DK,16.74924,36.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,36.0
95007_7,POKEMON BATTLE FIGURE PACK ASS.,Pokémon,SalgsOrdre SE,16.74924,252.0,1602.0,1968.0,12.0,0.0,0.0,0,0,0,0,0,0,3834.0
95007_7,POKEMON BATTLE FIGURE PACK ASS.,Pokémon,SalgsOrdre FI,16.74924,0.0,0.0,2010.0,0.0,0.0,0.0,0,0,0,0,0,0,2010.0
95007_7,POKEMON BATTLE FIGURE PACK ASS.,Pokémon,Stock,16.74924,-24.0,6378.0,2400.0,5388.0,5388.0,5388.0,5388,5388,5388,5388,5388,5388,5388.0
95007_7,POKEMON BATTLE FIGURE PACK ASS.,Pokémon,Forecast DK,16.74924,787.0,2425.0,1060.0,2425.0,1970.0,1333.0,0,0,0,0,0,0,10000.0
95007_7,POKEMON BATTLE FIGURE PACK ASS.,Pokémon,Forecast SE,16.74924,202.0,1600.0,1940.0,1236.0,1252.0,1178.0,0,0,0,0,0,0,7408.0
95007_7,POKEMON BATTLE FIGURE PACK ASS.,Pokémon,Forecast NO,16.74924,1434.0,600.0,600.0,0.0,0.0,0.0,0,0,0,0,0,0,2634.0
95007_7,POKEMON BATTLE FIGURE PACK ASS.,Pokémon,Forecast FI,16.74924,3000.0,1000.0,2500.0,2500.0,750.0,750.0,0,0,0,0,0,0,10500.0
95007_8,POKEMON BATTLE FIGURE PACK ASS.,Pokémon,Købsordre,17.59405,0.0,0.0,7002.0,0.0,0.0,13002.0,0,0,0,0,0,0,20004.0
95007_8,POKEMON BATTLE FIGURE PACK ASS.,Pokémon,SalgsOrdre SE,17.59405,0.0,0.0,1404.0,0.0,0.0,0.0,0,0,0,0,0,0,1404.0
95007_8,POKEMON BATTLE FIGURE PACK ASS.,Pokémon,Stock,17.59405,0.0,0.0,5598.0,5598.0,5598.0,18600.0,18600,18600,18600,18600,18600,18600,18600.0
95007_8,POKEMON BATTLE FIGURE PACK ASS.,Pokémon,Forecast SE,17.59405,0.0,0.0,1296.0,0.0,1500.0,1000.0,0,0,0,0,0,0,3796.0
95007_9,POKEMON BATTLE FIGURE PACK ASS.,Pokémon,Købsordre,17.59405,0.0,0.0,0.0,0.0,0.0,5004.0,0,0,0,0,0,0,5004.0
95007_9,POKEMON BATTLE FIGURE PACK ASS.,Pokémon,Stock,17.59405,0.0,0.0,0.0,0.0,0.0,5004.0,5004,5004,5004,5004,5004,5004,5004.0
FOB95007_7,POKEMON BATTLE FIGURE PACK ASS.,Pokémon,Købsordre,15.35945,1200.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1200.0
PKW0127,POKEMON BATTLE FIGURE PACK Eevee & Yamper,Pokémon,Købsordre,17.59405,0.0,0.0,0.0,0.0,0.0,102.0,0,0,0,0,0,0,102.0
PKW0127,POKEMON BATTLE FIGURE PACK Eevee & Yamper,Pokémon,Stock,17.59405,0.0,0.0,0.0,0.0,0.0,102.0,102,102,102,102,102,102,102.0
PKW0126,POKEMON BATTLE FIGURE PACK Female Pikachu & Wooloo,Pokémon,Købsordre,17.59405,0.0,0.0,0.0,0.0,0.0,102.0,0,0,0,0,0,0,102.0
PKW0126,POKEMON BATTLE FIGURE PACK Female Pikachu & Wooloo,Pokémon,Stock,17.59405,0.0,0.0,0.0,0.0,0.0,102.0,102,102,102,102,102,102,102.0
PKW0130,POKEMON BATTLE FIGURE PACK Galarian Ponyta,Pokémon,Købsordre,17.59405,0.0,0.0,0.0,0.0,0.0,102.0,0,0,0,0,0,0,102.0
PKW0130,POKEMON BATTLE FIGURE PACK Galarian Ponyta,Pokémon,Stock,17.59405,0.0,0.0,0.0,0.0,0.0,102.0,102,102,102,102,102,102,102.0
PKW0128,POKEMON BATTLE FIGURE PACK Larvitar & Hangry Morpe,Pokémon,Købsordre,17.59405,0.0,0.0,0.0,0.0,0.0,102.0,0,0,0,0,0,0,102.0
PKW0128,POKEMON BATTLE FIGURE PACK Larvitar & Hangry Morpe,Pokémon,Stock,17.59405,0.0,0.0,0.0,0.0,0.0,102.0,102,102,102,102,102,102,102.0
PKW0129,POKEMON BATTLE FIGURE PACK Raichu,Pokémon,Købsordre,17.59405,0.0,0.0,0.0,0.0,0.0,504.0,0,0,0,0,0,0,504.0
PKW0129,POKEMON BATTLE FIGURE PACK Raichu,Pokémon,Stock,17.59405,0.0,0.0,0.0,0.0,0.0,504.0,504,504,504,504,504,504,504.0
PKW0131,POKEMON BATTLE FIGURE PACK Sirfetch'd,Pokémon,Købsordre,17.59405,0.0,0.0,0.0,0.0,0.0,102.0,0,0,0,0,0,0,102.0
PKW0131,POKEMON BATTLE FIGURE PACK Sirfetch'd,Pokémon,Stock,17.59405,0.0,0.0,0.0,0.0,0.0,102.0,102,102,102,102,102,102,102.0
PKW0029,POKEMON CARRY CASE PLAYSET,Pokémon,Købsordre,108.94,0.0,2000.0,0.0,1000.0,0.0,700.0,0,0,0,0,0,0,3700.0
PKW0029,POKEMON CARRY CASE PLAYSET,Pokémon,SalgsOrdre DK,108.94,0.0,372.0,112.0,6.0,6.0,6.0,0,0,0,0,0,0,502.0
PKW0029,POKEMON CARRY CASE PLAYSET,Pokémon,SalgsOrdre SE,108.94,0.0,104.0,62.0,0.0,0.0,0.0,0,0,0,0,0,0,166.0
PKW0029,POKEMON CARRY CASE PLAYSET,Pokémon,Stock,108.94,0.0,1524.0,1350.0,2344.0,2338.0,3032.0,3032,3032,3032,3032,3032,3032,3032.0
PKW0029,POKEMON CARRY CASE PLAYSET,Pokémon,Forecast DK,108.94,0.0,416.0,130.0,325.0,260.0,169.0,0,0,0,0,0,0,1300.0
PKW0029,POKEMON CARRY CASE PLAYSET,Pokémon,Forecast SE,108.94,0.0,104.0,116.0,30.0,134.0,132.0,0,0,0,0,0,0,516.0
PKW0029,POKEMON CARRY CASE PLAYSET,Pokémon,Forecast OT,108.94,0.0,200.0,200.0,200.0,0.0,0.0,0,0,0,0,0,0,600.0
95057,Pokemon Clip 'N Go,Pokémon,Købsordre,23.58093,0.0,6000.0,0.0,8004.0,0.0,0.0,0,0,0,0,0,0,14004.0
95057,Pokemon Clip 'N Go,Pokémon,Invoiced DK,23.58093,72.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,72.0
95057,Pokemon Clip 'N Go,Pokémon,Invoiced SE,23.58093,1410.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1410.0
95057,Pokemon Clip 'N Go,Pokémon,Invoiced NO,23.58093,960.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,960.0
95057,Pokemon Clip 'N Go,Pokémon,Invoiced FI,23.58093,1740.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1740.0
95057,Pokemon Clip 'N Go,Pokémon,SalgsOrdre DK,23.58093,0.0,1602.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1602.0
95057,Pokemon Clip 'N Go,Pokémon,SalgsOrdre SE,23.58093,444.0,1194.0,3348.0,0.0,0.0,0.0,0,0,0,0,0,0,4986.0
95057,Pokemon Clip 'N Go,Pokémon,Stock,23.58093,138.0,3342.0,-6.0,7998.0,7998.0,7998.0,7998,7998,7998,7998,7998,7998,7998.0
95057,Pokemon Clip 'N Go,Pokémon,Forecast DK,23.58093,787.0,2425.0,1060.0,2425.0,1970.0,1333.0,0,0,0,0,0,0,10000.0
95057,Pokemon Clip 'N Go,Pokémon,Forecast SE,23.58093,282.0,2106.0,1949.0,1031.0,1422.0,1339.0,0,0,0,0,0,0,8129.0
95057,Pokemon Clip 'N Go,Pokémon,Forecast NO,23.58093,1000.0,1000.0,1000.0,0.0,0.0,0.0,0,0,0,0,0,0,3000.0
95057,Pokemon Clip 'N Go,Pokémon,Forecast FI,23.58093,1740.0,1000.0,1000.0,1500.0,1000.0,1000.0,0,0,0,0,0,0,7240.0
95057_8,Pokemon Clip 'N Go,Pokémon,Købsordre,25.26227,0.0,0.0,9000.0,0.0,0.0,2004.0,0,0,0,0,0,0,11004.0
95057_8,Pokemon Clip 'N Go,Pokémon,SalgsOrdre SE,25.26227,0.0,0.0,2184.0,0.0,0.0,0.0,0,0,0,0,0,0,2184.0
95057_8,Pokemon Clip 'N Go,Pokémon,Stock,25.26227,0.0,0.0,6816.0,6816.0,6816.0,8820.0,8820,8820,8820,8820,8820,8820,8820.0
95057_8,Pokemon Clip 'N Go,Pokémon,Forecast SE,25.26227,0.0,0.0,1200.0,0.0,2000.0,1500.0,0,0,0,0,0,0,4700.0
95057_9,Pokemon Clip 'N Go,Pokémon,Købsordre,25.26227,0.0,0.0,0.0,0.0,0.0,8004.0,0,0,0,0,0,0,8004.0
95057_9,Pokemon Clip 'N Go,Pokémon,Stock,25.26227,0.0,0.0,0.0,0.0,0.0,8004.0,8004,8004,8004,8004,8004,8004,8004.0
FOB95057,Pokemon Clip 'N Go,Pokémon,Købsordre,22.22218,1200.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1200.0
PKW0028,POKEMON CLIP N GO BANDOLIER SET ASS,Pokémon,Købsordre,75.02278,0.0,2500.0,0.0,0.0,0.0,2752.0,0,0,0,0,0,0,5252.0
PKW0028,POKEMON CLIP N GO BANDOLIER SET ASS,Pokémon,SalgsOrdre DK,75.02278,0.0,540.0,96.0,0.0,0.0,0.0,0,0,0,0,0,0,636.0
PKW0028,POKEMON CLIP N GO BANDOLIER SET ASS,Pokémon,SalgsOrdre SE,75.02278,0.0,72.0,320.0,0.0,0.0,0.0,0,0,0,0,0,0,392.0
PKW0028,POKEMON CLIP N GO BANDOLIER SET ASS,Pokémon,SalgsOrdre OT,75.02278,0.0,336.0,168.0,0.0,0.0,0.0,0,0,0,0,0,0,504.0
PKW0028,POKEMON CLIP N GO BANDOLIER SET ASS,Pokémon,Stock,75.02278,36.0,1588.0,1004.0,1004.0,1004.0,3756.0,3756,3756,3756,3756,3756,3756,3756.0
PKW0028,POKEMON CLIP N GO BANDOLIER SET ASS,Pokémon,Forecast DK,75.02278,0.0,377.0,450.0,650.0,650.0,650.0,0,0,0,0,0,0,2777.0
PKW0028,POKEMON CLIP N GO BANDOLIER SET ASS,Pokémon,Forecast SE,75.02278,156.0,214.0,224.0,224.0,206.0,199.0,0,0,0,0,0,0,1223.0
PKW0028,POKEMON CLIP N GO BANDOLIER SET ASS,Pokémon,Forecast OT,75.02278,168.0,168.0,168.0,300.0,0.0,0.0,0,0,0,0,0,0,804.0
98004 B,"Pokemon Clip 'N Go Belt Set - Timer Ball, Poke Bal",Pokémon,Invoiced SE,52.5,36.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,36.0
98004 A,"Pokemon Clip 'N Go Belt Set - Ultra Ball, Quick Ba",Pokémon,Invoiced SE,52.5,36.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,36.0
95283_6,POKEMON CLIP N GO BELT SET ASS.,Pokémon,Købsordre,55.6,0.0,0.0,1000.0,0.0,0.0,4000.0,0,0,0,0,0,0,5000.0
95283_6,POKEMON CLIP N GO BELT SET ASS.,Pokémon,SalgsOrdre SE,55.6,0.0,0.0,924.0,8.0,0.0,0.0,0,0,0,0,0,0,932.0
95283_6,POKEMON CLIP N GO BELT SET ASS.,Pokémon,Stock,55.6,0.0,0.0,76.0,68.0,68.0,4068.0,4068,4068,4068,4068,4068,4068,4068.0
95283_6,POKEMON CLIP N GO BELT SET ASS.,Pokémon,Forecast SE,55.6,0.0,0.0,500.0,0.0,1500.0,500.0,0,0,0,0,0,0,2500.0
98004,POKEMON CLIP N GO BELT SET ASS.,Pokémon,Købsordre,46.9475,0.0,2000.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2000.0
98004,POKEMON CLIP N GO BELT SET ASS.,Pokémon,Invoiced SE,46.9475,2316.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,2316.0
98004,POKEMON CLIP N GO BELT SET ASS.,Pokémon,Invoiced NO,46.9475,204.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,204.0
98004,POKEMON CLIP N GO BELT SET ASS.,Pokémon,Invoiced FI,46.9475,300.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,300.0
98004,POKEMON CLIP N GO BELT SET ASS.,Pokémon,SalgsOrdre DK,46.9475,0.0,700.0,300.0,0.0,0.0,0.0,0,0,0,0,0,0,1000.0
